FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
13,29.5,79.25,88,51,8,51,4,4,0,0,148,77,15,77,9,6,0,0,1487,33,89,33,37,49,3,0,66,85,7,85,6,1,0,0
14,29.5,79.5,58,51,8,51,6,2,0,0,129,80,12,80,6,6,0,0,1493,36,86,36,34,47,5,0,58,86,6,86,5,1,0,0
15,29.5,79.75,55,50,9,50,9,0,0,0,65,81,11,81,10,1,0,0,882,33,89,33,49,40,0,0,55,84,8,84,7,1,0,0
16,29.5,80,62,52,7,52,3,4,0,0,77,81,11,81,8,3,0,0,978,49,73,49,41,30,2,0,77,85,7,85,4,3,0,0
17,29.5,80.25,60,51,8,51,4,4,0,0,83,73,19,73,16,3,0,0,1256,28,94,28,46,45,3,0,102,83,9,83,6,2,1,0
18,29.75,78,33,51,8,51,7,1,0,0,35,84,8,84,7,1,0,0,924,49,73,49,41,30,2,0,31,86,6,86,5,1,0,0
19,29.75,78.25,35,50,9,50,8,1,0,0,19,83,9,83,9,0,0,0,439,47,75,47,64,11,0,0,27,87,5,87,5,0,0,0
20,29.75,78.5,38,53,6,53,4,2,0,0,90,84,8,84,3,5,0,0,1357,46,76,46,34,36,6,0,27,84,8,84,8,0,0,0
21,29.75,78.75,42,49,10,49,8,2,0,0,80,79,13,79,10,3,0,0,1184,32,90,32,43,46,1,0,42,83,9,83,8,1,0,0
22,29.75,79,62,51,8,51,7,1,0,0,89,76,16,76,12,4,0,0,1167,35,87,35,44,42,1,0,63,85,7,85,6,1,0,0
23,29.75,79.25,62,51,8,51,6,2,0,0,114,79,13,79,8,5,0,0,815,41,81,41,47,34,0,0,62,85,7,85,6,1,0,0
24,29.75,79.5,22,52,7,52,6,1,0,0,58,83,9,83,7,2,0,0,548,45,77,45,58,19,0,0,49,87,5,87,4,1,0,0
25,29.75,79.75,35,51,8,51,8,0,0,0,67,81,11,81,10,1,0,0,735,39,83,39,55,28,0,0,63,84,8,84,6,2,0,0
26,29.75,80,59,51,8,51,6,2,0,0,73,76,16,76,13,3,0,0,1106,34,88,34,46,40,2,0,96,84,8,84,5,2,1,0
27,29.75,80.25,70,49,10,49,6,4,0,0,116,70,22,70,18,4,0,0,1718,28,94,28,44,43,5,2,118,84,8,84,4,3,1,0
28,30,77.75,32,51,8,51,8,0,0,0,34,84,8,84,7,1,0,0,773,47,75,47,51,22,2,0,59,84,8,84,7,1,0,0
29,30,78,31,51,8,51,7,1,0,0,57,84,8,84,5,3,0,0,1235,44,78,44,42,33,2,1,22,87,5,87,4,1,0,0
30,30,78.25,60,50,9,50,6,3,0,0,52,78,14,78,13,1,0,0,1549,35,87,35,37,44,6,0,23,84,8,84,8,0,0,0
31,30,78.5,45,49,10,49,9,1,0,0,75,77,15,77,12,3,0,0,1069,32,90,32,44,46,0,0,24,84,8,84,8,0,0,0
32,30,78.75,42,48,11,48,10,1,0,0,42,80,12,80,11,1,0,0,639,35,87,35,62,25,0,0,22,81,11,81,11,0,0,0
33,30,79,67,49,10,49,6,4,0,0,95,74,18,74,15,3,0,0,1048,27,95,27,55,39,1,0,41,85,7,85,6,1,0,0
34,30,79.25,65,49,10,49,8,2,0,0,106,72,20,72,17,3,0,0,987,27,95,27,57,38,0,0,38,86,6,86,5,1,0,0
35,30,79.5,43,50,9,50,8,1,0,0,80,75,17,75,16,1,0,0,665,30,92,30,70,22,0,0,41,84,8,84,7,1,0,0
36,30,79.75,38,50,9,50,8,1,0,0,30,82,10,82,9,1,0,0,759,39,83,39,54,29,0,0,61,83,9,83,7,2,0,0
37,30,80,39,50,9,50,8,1,0,0,10,85,7,85,7,0,0,0,1248,37,85,37,39,43,3,0,100,84,8,84,5,2,1,0
38,30,80.25,61,48,11,48,8,3,0,0,93,71,21,71,17,4,0,0,1677,28,94,28,44,43,5,2,118,84,8,84,4,3,1,0
39,30,80.5,64,48,11,48,7,4,0,0,102,70,22,70,18,4,0,0,1680,28,94,28,44,44,4,2,118,84,8,84,5,2,1,0
40,30.25,78,44,50,9,50,7,2,0,0,29,82,10,82,10,0,0,0,1349,28,94,28,54,35,4,1,29,81,11,81,11,0,0,0
41,30.25,78.25,77,50,9,50,6,3,0,0,61,78,14,78,13,1,0,0,1351,36,86,36,36,48,2,0,31,81,11,81,11,0,0,0
42,30.25,78.5,45,50,9,50,7,2,0,0,38,80,12,80,11,1,0,0,447,45,77,45,65,12,0,0,23,84,8,84,8,0,0,0
43,30.25,78.75,46,48,11,48,10,1,0,0,41,79,13,79,12,1,0,0,520,36,86,36,69,17,0,0,23,84,8,84,8,0,0,0
44,30.25,79,70,49,10,49,7,3,0,0,111,72,20,72,17,3,0,0,1116,29,93,29,50,42,1,0,26,86,6,86,5,1,0,0
45,30.25,79.25,73,47,12,47,9,3,0,0,112,66,26,66,24,2,0,0,1107,25,97,25,53,43,1,0,28,88,4,88,3,1,0,0
46,30.25,79.5,95,46,13,46,9,4,0,0,161,61,31,61,27,4,0,0,792,30,92,30,61,30,1,0,38,85,7,85,5,2,0,0
47,30.25,79.75,70,46,13,46,10,3,0,0,64,73,19,73,19,0,0,0,606,43,79,43,57,21,1,0,47,84,8,84,5,3,0,0
48,30.25,80,42,50,9,50,8,1,0,0,22,78,14,78,14,0,0,0,1160,35,87,35,42,42,3,0,93,84,8,84,5,2,1,0
49,30.25,80.25,47,49,10,49,9,1,0,0,43,73,19,73,19,0,0,0,1450,34,88,34,39,45,3,1,111,85,7,85,4,2,1,0
50,30.25,80.5,58,48,11,48,9,2,0,0,77,71,21,71,18,3,0,0,1611,30,92,30,40,46,5,1,118,84,8,84,5,2,1,0
51,30.25,80.75,60,48,11,48,8,3,0,0,86,71,21,71,18,3,0,0,1690,29,93,29,44,42,5,2,119,84,8,84,4,3,1,0
52,30.25,81,62,48,11,48,7,4,0,0,101,71,21,71,17,4,0,0,1772,28,94,28,41,45,6,2,119,84,8,84,4,3,1,0
53,30.5,78,67,47,12,47,10,2,0,0,103,75,17,75,12,5,0,0,1694,22,100,22,33,65,2,0,61,79,13,79,11,2,0,0
54,30.5,78.25,84,48,11,48,7,4,0,0,116,75,17,75,12,5,0,0,1093,36,86,36,54,28,4,0,37,82,10,82,10,0,0,0
55,30.5,78.5,73,47,12,47,8,4,0,0,90,71,21,71,19,2,0,0,872,37,85,37,54,29,2,0,40,82,10,82,9,1,0,0
56,30.5,78.75,73,42,17,42,16,1,0,0,126,58,34,58,33,1,0,0,1054,20,102,20,60,42,0,0,37,81,11,81,10,1,0,0
57,30.5,79,78,48,11,48,9,2,0,0,132,66,26,66,21,5,0,0,1569,25,97,25,49,42,6,0,28,88,4,88,2,2,0,0
58,30.5,79.25,101,46,13,46,9,4,0,0,172,59,33,59,27,6,0,0,830,31,91,31,62,28,1,0,37,88,4,88,2,2,0,0
59,30.5,79.5,104,47,12,47,8,4,0,0,180,64,28,64,22,6,0,0,744,37,85,37,59,25,1,0,38,88,4,88,2,2,0,0
60,30.5,79.75,90,45,14,45,10,4,0,0,129,64,28,64,23,5,0,0,763,39,83,39,56,26,1,0,41,85,7,85,5,2,0,0
61,30.5,80,72,47,12,47,9,3,0,0,87,65,27,65,25,2,0,0,805,37,85,37,58,26,1,0,61,84,8,84,5,3,0,0
62,30.5,80.25,57,47,12,47,11,1,0,0,66,68,24,68,24,0,0,0,1349,29,93,29,45,43,5,0,105,84,8,84,5,2,1,0
63,30.75,77.75,79,46,13,46,9,4,0,0,126,76,16,76,13,3,0,0,1188,42,80,42,40,37,3,0,72,81,11,81,7,4,0,0
64,30.75,78,54,48,11,48,10,1,0,0,105,70,22,70,18,4,0,0,1108,29,93,29,58,31,4,0,76,80,12,80,8,4,0,0
65,30.75,78.25,49,50,9,50,8,1,0,0,94,74,18,74,14,4,0,0,1389,32,90,32,43,42,5,0,34,84,8,84,7,1,0,0
66,30.75,78.5,64,42,17,42,17,0,0,0,103,65,27,65,26,1,0,0,1046,35,87,35,44,43,0,0,56,81,11,81,10,1,0,0
67,30.75,78.75,82,42,17,42,15,2,0,0,164,58,34,58,29,5,0,0,1092,26,96,26,53,43,0,0,52,81,11,81,10,1,0,0
68,30.75,79,88,43,16,43,14,2,0,0,159,49,43,49,41,2,0,0,1218,20,102,20,55,46,1,0,38,83,9,83,7,2,0,0
69,30.75,79.25,100,45,14,45,10,4,0,0,171,57,35,57,29,6,0,0,877,28,94,28,63,30,1,0,35,87,5,87,3,2,0,0
70,30.75,79.5,101,46,13,46,9,4,0,0,175,60,32,60,26,6,0,0,799,29,93,29,66,26,1,0,37,88,4,88,2,2,0,0
71,30.75,79.75,95,45,14,45,10,4,0,0,147,63,29,63,23,6,0,0,778,34,88,34,60,27,1,0,38,86,6,86,4,2,0,0
72,30.75,80,83,47,12,47,9,3,0,0,114,65,27,65,22,5,0,0,799,34,88,34,61,26,1,0,48,84,8,84,6,2,0,0
73,31,78,106,42,17,42,14,3,0,0,121,60,32,60,29,3,0,0,1126,35,87,35,54,30,3,0,80,81,11,81,7,4,0,0
74,31,78.25,66,41,18,41,16,2,0,0,109,61,31,61,27,4,0,0,1189,29,93,29,49,44,0,0,52,79,13,79,12,1,0,0
75,31,78.5,78,41,18,41,15,3,0,0,141,58,34,58,29,5,0,0,1073,31,91,31,45,46,0,0,51,80,12,80,11,1,0,0
76,31,78.75,77,42,17,42,15,2,0,0,147,58,34,58,28,6,0,0,1100,26,96,26,50,46,0,0,51,80,12,80,11,1,0,0
77,31,79,90,43,16,43,13,3,0,0,168,49,43,49,39,4,0,0,1006,23,99,23,63,36,0,0,43,82,10,82,8,2,0,0
78,31,79.25,95,44,15,44,11,4,0,0,173,53,39,53,35,4,0,0,968,21,101,21,67,33,1,0,39,86,6,86,4,2,0,0
79,31,79.5,97,45,14,45,10,4,0,0,171,57,35,57,29,6,0,0,869,28,94,28,63,30,1,0,35,87,5,87,3,2,0,0
80,31,79.75,98,46,13,46,9,4,0,0,164,61,31,61,25,6,0,0,802,32,90,32,61,28,1,0,37,88,4,88,2,2,0,0
81,31.25,78.25,249,36,23,36,14,9,0,0,132,69,23,69,19,4,0,0,698,61,61,61,39,21,1,0,47,88,4,88,2,2,0,0
82,31.25,79,87,43,16,43,13,3,0,0,169,49,43,49,38,5,0,0,985,23,99,23,60,39,0,0,45,85,7,85,5,2,0,0
